Year,Team,Coach,Gender,Wins,Losses,Ties
1988,Ramapo,,Women,,,
1988,Rhodes,,Men,,,
1988,Rhodes,,Women,,,
1988,Lenoir-Rhyne,,Men,,,
1988,Lenoir-Rhyne,,Women,,,
1988,Ventura,,Women,,,
1988,Roger Williams,,Men,,,
1988,Roger Williams,,Women,,,
1988,SUNY Maritime,,Men,,,
1988,SUNY Maritime,,Women,,,
1988,Saint Joseph's Brooklyn,,Men,,,
1988,Saint Joseph's Brooklyn,,Women,,,
1988,Pasadena City,,Women,,,
1988,Randolph,,Men,,,
1988,Randolph,,Women,,,
1988,Pace,,Men,,,
1988,Pace,,Women,,,
1988,Berry,,Men,,,
1988,Berry,,Women,,,
1988,Illinois College,,Men,,,
1988,Illinois College,,Women,,,
1988,Minnesota-Morris,,Women,,,
1988,Saint Joseph's (ME),,Men,,,
1988,Saint Joseph's (ME),,Women,,,
1988,Brenau,,Women,,,
1988,Chatham,,Men,,,
1988,Chatham,,Women,,,
1988,Guilford,,Men,,,
1988,Guilford,,Women,,,
1988,Azusa Pacific,,Women,,,
1988,Alfred State,,Women,,,
1988,SUNY Delhi,,Women,,,
1988,Ursuline,,Men,,,
1988,Ursuline,,Women,,,
1988,New England,,Men,,,
1988,New England,,Women,,,
1988,Warren Wilson,,Men,,,
1988,Saint Vincent,,Men,,,
1988,Saint Vincent,,Women,,,
1988,John Jay,,Men,,,
1988,John Jay,,Women,,,
1988,Bard,,Men,,,
1988,Bard,,Women,,,
1988,Purchase,,Men,,,
1988,Purchase,,Women,,,
1988,Marywood,,Men,,,
1988,Marywood,,Women,,,
1988,South Georgia,,Men,,,
1988,South Georgia,,Women,,,
1988,Husson,,Men,,,
1988,Husson,,Women,,,
1988,Saint Catharine (KY),,Men,,,
1988,Saint Catharine (KY),,Women,,,
1988,Western Colorado,,Men,,,
1988,Western Colorado,,Women,,,
1988,Sarah Lawrence,,Men,,,
1988,Sarah Lawrence,,Women,,,
1988,Bellarmine,,Men,,,
1988,Bellarmine,,Women,,,
1988,Alaska-Anchorage,,Men,,,
1988,Albany State (NY),,Men,,,
1988,Albany State (NY),,Women,,,
1988,Cal Poly-Pomona,,Men,,,
1988,Cal Poly-Pomona,,Women,,,
1988,Cal State Fullerton,,Men,,,
1988,Cal State Fullerton,,Women,,,
1988,Cal State Los Angeles,,Men,,,
1988,Cal State Los Angeles,,Women,,,
1988,Chicago State,,Men,,,
1988,Chicago State,,Women,,,
1988,Ferris State,,Men,,,
1988,Furman,,Men,,,
1988,Furman,,Women,,,
1988,Long Beach State,,Men,,,
1988,Long Beach State,,Women,,,
1988,Cal State Long Beach,,Men,,,
1988,Cal State Long Beach,,Women,,,
1988,UMSL,,Men,,,
1988,UMSL,,Women,,,
1988,Northern Illinois,,Men,,,
1988,Northern Illinois,,Women,,,
1988,Oregon,,Men,,,
1988,Oregon,,Women,,,
1988,Sacramento State,,Men,,,
1988,Sacramento State,,Women,,,
1988,Mercyhurst,,Women,,,
1988,Carson-Newman,,Men,,,
1988,Saint Joseph (NY),,Women,,,
1988,Saint Joseph's Long Island,,Men,,,
1988,Saint Joseph's Long Island,,Women,,,
1988,Stevenson,,Men,,,
1988,Stevenson,,Women,,,
1988,Columbia College,,Men,,,
1988,Nebraska Wesleyan,,Men,,,
1988,Wilkes,,Men,,,
1988,Wilkes,,Women,,,
1988,Monmouth (NJ),,Men,,,
1988,Monmouth (NJ),,Women,,,
1988,Bradley,,Men,,,
1988,Humboldt State,,Men,,,
1988,Humboldt State,,Women,,,
1988,Indiana State,,Men,,,
1988,Barton,,Men,,,
1988,Barton,,Women,,,
1988,Cornell (IA),,Men,,,
1988,Cornell (IA),,Women,,,
1988,Roanoke,,Women,,,
1988,William Woods,,Men,,,
1988,William Woods,,Women,,,
1988,Wayland Baptist ,,Men,,,
1988,Wayland Baptist ,,Women,,,
1988,Saint Josephs-IN,,Men,,,
1988,Saint Josephs-IN,,Women,,,
1988,Trinity Western,,Women,,,
1988,UC Riverside,,Men,,,
1988,UC Riverside,,Women,,,
1988,UNC Charlotte,,Men,,,
1988,UNC Charlotte,,Women,,,
1988,UT-Arlington,,Men,,,
1988,UT-Arlington,,Women,,,
1988,West Liberty State,,Men,,,
1988,Bemidji State,,Men,,,
1988,Bemidji State,,Women,,,
1988,Citrus,,Men,,,
1988,Citrus,,Women,,,
1988,Detroit Tech,,Men,,,
1988,Eastern New Mexico,,Men,,,
1988,Eastern New Mexico,,Women,,,
1988,Evergreen State,,Women,,,
1988,Oral Roberts,,Women,,,
1988,Regis (CO),,Women,,,
1989,Cal State Northridge,"Accardy, Pete",Men,3,6,
1989,Cal State Northridge,"Accardy, Pete",Women,9,2,
1989,UNC Wilmington,"Allen, David",Men,5,4,
1989,UNC Wilmington,"Allen, David",Women,5,6,
1989,James Madison,"Arnold, Charles",Men,,,
1989,Auburn,"Asmuth, Paul",Men,1,8,
1989,Auburn,"Asmuth, Paul",Women,4,6,
1989,Denver,"Bain, Jim",Men,7,2,
1989,Denver,"Bain, Jim",Women,5,4,
1989,UCLA,"Ballatore, Ron",Men,,,
1989,Union (NY),"Bassett, Susan",Men,,,
1989,Union (NY),"Bassett, Susan",Women,,,
1989,Georgia,"Bauerle, Jack",Men,7,3,
1989,Georgia,"Bauerle, Jack",Women,9,1,
1989,San Diego,"Becker, Gary",Women,,,
1989,Wooster,"Beckett, Keith",Men,7,2,
1989,Wooster,"Beckett, Keith",Women,8,1,
1989,Pittsburgh,"Belowich, David",Women,9,1,
1989,MIT,"Benedict, John",Men,,,
1989,MIT,"Benedict, John",Women,,,
1989,Nebraska,"Bentz, Cal",Men,10,3,
1989,Harvard,"Bernal, Joseph",Men,,,
1989,Virginia,"Bernardino, Mark",Men,6,3,0
1989,Virginia,"Bernardino, Mark",Women,7,2,0
1989,Tufts,"Bigelow, Nancy",Women,10,1,
1989,Montclair State,"Billesimo, Jim",Men,,,
1989,Montclair State,"Billesimo, Jim",Women,,,
1989,TCNJ,"Bishop, Brian",Men,,,
1989,UW-Stevens Point,"Blair, Red",Men,,,
1989,UW-Stevens Point,"Blair, Red",Women,,,
1989,Clemson,"Boettner, Bob",Men,11,4,
1989,Clemson,"Boettner, Bob",Women,12,2,
1989,Wells,"Bofenkamp, Hugh",Women,5,9,1
1989,Columbia,"Bolster, Jim",Men,,,
1989,Rochester,"Boomer, Bill",Men,,,
1989,Army,"Bosse, Ray",Men,,,
1989,Army,"Bosse, Ray",Women,,,
1989,Pittsburgh,"Bradshaw, Richard",Men,8,2,
1989,Tampa,"Brennan, Ed",Men,,,
1989,Tampa,"Brennan, Ed",Women,,,
1989,DePauw,"Bretscher, Mary",Women,,,
1989,Penn State,"Brown, Peter",Men,,,
1989,UMBC,"Burkot, Sid",Men,,,
1989,UMBC,"Burkot, Sid",Women,,,
1989,Cincinnati,"Busch, Frank",Men,,,
1989,Cincinnati,"Busch, Frank",Women,,,
1989,Bowdoin,"Butt, Charles",Men,6,3,
1989,Bowdoin,"Butt, Charles",Women,6,2,
1989,Iona,"Cavataro, Nick",Men,,,
1989,Iona,"Cavataro, Nick",Women,,,
1989,Middlebury,"Claffey, Mary Ellen",Men,3,6,
1989,Middlebury,"Claffey, Mary Ellen",Women,7,5,
1989,Whitman,"Clark, Andy",Men,,,
1989,Whitman,"Clark, Andy",Women,,,
1989,North Carolina,"Comfort, Frank",Men,8,2,
1989,North Carolina,"Comfort, Frank",Women,9,2,
1989,Air Force,"Converse, Casey",Men,7,3,
1989,Air Force,"Converse, Casey",Women,,,
1989,Lake Forest,"Cook, Skip",Men,,,
1989,Lake Forest,"Cook, Skip",Women,,,
1989,Rider,"Coppola, Richard",Men,,,
1989,Rider,"Coppola, Richard",Women,,,
1989,Harvard,"Costin Scalise, Maura",Women,9,0,
1989,Indiana,"Counsilman, James",Men,7,4,
1989,Brigham Young,"Crump, Stan",Women,6,3,
1989,Southern California,"Daland, Peter",Men,5,2,
1989,Minnesota,"Dale, Dennis",Men,11,1,0
1989,Illinois-Chicago,"Danner, Bob",Men,,,
1989,Illinois-Chicago,"Danner, Bob",Women,,,
1989,Swarthmore,"Davis, Sue",Men,9,3,
1989,Swarthmore,"Davis, Sue",Women,8,6,
1989,Pomona-Pitzer,"Dean, Penny",Women,,,
1989,Wellesley,"Dix, Bonnie",Women,,,
1989,Whitworth,"Dodd, Tom",Men,,,
1989,Whitworth,"Dodd, Tom",Women,,,
1989,Cal State Chico,"Doman, Debra",Women,,,
1989,Amherst,"Dunbar, Hank",Men,,,
1989,Amherst,"Dunbar, Hank",Women,,,
1989,Puget Sound,"Duncan, Don",Men,,,
1989,NC State,"Easterling, Don",Men,12,2,
1989,NC State,"Easterling, Don",Women,7,7,
1989,Florida Atlantic,"Eckelcamp, Steve",Men,,,
1989,Florida Atlantic,"Eckelcamp, Steve",Women,,,
1989,Washington,"Ellis, Earl",Men,,,
1989,Washington,"Ellis, Earl",Women,,,
1989,Rutgers,"Elm, Frank",Men,,,
1989,Rutgers,"Elm, Frank",Women,,,
1989,UW-Milwaukee,"Enzler, Dave",Men,,,
1989,UW-Milwaukee,"Enzler, Dave",Women,,,
1989,Allegheny,"Erdos, Tom",Men,,,
1989,Allegheny,"Erdos, Tom",Women,,,
1989,South Dakota State,"Erickson, Brad",Women,,,
1989,Georgia Southern,"Farmer, Scott",Women,10,3,
1989,Southern California,"Fick, Darrell",Women,9,5,
1989,UMass Dartmouth,"Filippo, Jim",Men,,,
1989,Cal Poly,"Firman, Rich",Men,,,
1989,Cal Poly,"Firman, Rich",Women,,,
1989,Bucknell,"Foley, Jerry",Women,3,6,1
1989,Minnesota,"Freeman, Jean",Women,9,1,
1989,UCLA,"Gallagher, Cyndi",Women,9,1,
1989,Alabama,"Gambrill, Don",Men,9,1,
1989,Alabama,"Gambrill, Don",Women,8,3,
1989,Buena Vista College,"Geiger, Kathy",Men,,,
1989,Buena Vista College,"Geiger, Kathy",Women,,,
1989,West Virginia,"Gilson, Kevin",Men,6,6,
1989,West Virginia,"Gilson, Kevin",Women,6,5,
1989,Connecticut,"Goldberg, Bob",Men,,,
1989,Connecticut,"Goldberg, Bob",Women,,,
1989,Northern Michigan,"Goodman James, Anne",Women,,,
1989,Bowling Green,"Gordon, Brian",Men,,,
1989,Bowling Green,"Gordon, Brian",Women,,,
1989,Boston College,"Groden, Tom",Men,12,1,
1989,Boston College,"Groden, Tom",Women,15,4,
1989,Hiram,"Groselle, Jack",Men,,,
1989,Hiram,"Groselle, Jack",Women,,,
1989,Northwestern,"Groseth, Bob",Men,,,
1989,William Paterson,"Gurka, Ed",Men,11,2,
1989,William Paterson,"Gurka, Ed",Women,9,3,
1989,Ohio,"Hammond, Scott",Men,,,
1989,Ohio,"Hammond, Scott",Women,,,
1989,Saint Olaf,"Hauck, David",Men,,,
1989,Saint Olaf,"Hauck, David",Women,,,
1989,Iowa State,"Hedrick, Trip",Men,,,
1989,Arizona State,"Hill, Tim",Women,,,
1989,SUNY Geneseo,"Hinckley, Duncan",Men,,,
1989,SUNY Geneseo,"Hinckley, Duncan",Women,,,
1989,Northern Colorado,"Hinrichs, Nancy",Women,,,
1989,UC Davis,"Hinsdale, Jerry",Men,,,
1989,Saint Thomas (MN),"Hodgson, Tom",Men,,,
1989,Saint Thomas (MN),"Hodgson, Tom",Women,,,
1989,Kutztown,"Holt, Walter",Men,,,
1989,Kutztown,"Holt, Walter",Women,,,
1989,Oakland,"Hovland, Pete",Men,8,3,0
1989,Nebraska,"Huppert, Ray",Women,6,7,
1989,Southern Connecticut,"Hutchinson, Bruce",Men,,,
1989,Southern Connecticut,"Hutchinson, Bruce",Women,,,
1989,Oakland,"Huth, Tracy",Women,9,1,0
1989,Delaware,"Ip, Chris",Men,,,
1989,Delaware,"Ip, Chris",Women,,,
1989,Grove City,"Jacobs, Cathy",Women,3,7,
1989,UC Davis,"Jahn, Barbara",Women,,,
1989,Indiana,"Jastremski, Chet",Women,4,7,
1989,Miami (OH),"Jennings, Dave",Women,,,
1989,UMass Dartmouth,"Jennings, Jerry",Women,4,4,
1989,Arizona,"Jochums, Dick",Men,,,
1989,Wisconsin,"Johansson, Carl",Women,9,3,
1989,Arizona State,"Johnson, Ron",Men,,,
1989,Yale,"Keefe, Frank",Men,4,8,
1989,Yale,"Keefe, Frank",Women,,,
1989,Kansas,"Kempf, Gary",Men,,,
1989,Kansas,"Kempf, Gary",Women,7,2,
1989,Johns Hopkins,"Kennedy, George",Men,7,2,
1989,Johns Hopkins,"Kennedy, George",Women,4,3,1
1989,Iowa,"Kennedy, Peter",Women,4,7,
1989,Kalamazoo,"Kent, Bob",Men,,,
1989,Kalamazoo,"Kent, Bob",Women,,,
1989,Stanford,"Kinney, Skip",Men,7,2,
1989,South Carolina,"Kirchner, Kris",Men,,,
1989,Westminster,"Klamut, Rob",Men,,,
1989,Westminster,"Klamut, Rob",Women,,,
1989,Arizona,"Knoles, Chuck",Women,,,
1989,East Carolina,"Kobe, Rick",Men,9,1,
1989,East Carolina,"Kobe, Rick",Women,8,2,
1989,Penn State,"Krimmel, Bob",Women,,,
1989,Penn,"Lawlor-Gilbert, Kathy",Men,,,
1989,Penn,"Lawlor-Gilbert, Kathy",Women,,,
1989,Navy,"Lawrence, Lee",Men,10,4,
1989,Wheaton (IL),"Lederhouse, Jon",Men,,,
1989,Wheaton (IL),"Lederhouse, Jon",Women,,,
1989,Georgia Tech,"Lehman, Brad",Men,5,6,
1989,Miami (OH),"Lindsay, Pete",Men,,,
1989,Eastern Michigan,"Linn, Peter",Men,,,
1989,Rowan,"Lisa, Tony",Men,,,
1989,Rowan,"Lisa, Tony",Women,,,
1989,Norwich,"Locke, Stephen",Men,,,
1989,Norwich,"Locke, Stephen",Women,,,
1989,Grove City,"Longnecker, James",Men,,,
1989,Tulane,"Loyd, Bill",Women,,,
1989,Cornell,"Lucia, Joe",Men,5,6,0
1989,Cornell,"Lucia, Joe",Women,6,4,0
1989,Colby,"Lutkus, Wally",Men,,,
1989,Colby,"Lutkus, Wally",Women,,,
1989,Cal State Bakersfield,"Maglischo, Ernie",Men,,,
1989,Ithaca,"Markwardt, Kevin",Men,,,
1989,Henderson State,"Matthews, Coak",Men,,,
1989,Henderson State,"Matthews, Coak",Women,,,
1989,Colorado State,"Mattos, John",Women,,,
1989,Luther,"McGrew, Jay",Men,,,
1989,Luther,"McGrew, Jay",Women,,,
1989,Fresno State,"McKeever, Teri",Women,11,6,
1989,Louisiana State,"Meador, Rick",Men,9,4,
1989,Louisiana State,"Meador, Rick",Women,9,0,
1989,Tufts,"Megerle, Don",Men,7,3,
1989,Oberlin,"Michaels, Richard",Men,,,
1989,Clarion,"Miller, Bill",Men,,,
1989,Clarion,"Miller, Bill",Women,,,
1989,Shippensburg,"Miller, Donald",Men,,,
1989,Shippensburg,"Miller, Donald",Women,,,
1989,Ithaca,"Miller, Paula",Women,,,
1989,California,"Moe, Karen",Women,6,3,
1989,UC San Diego,"Mogan, Bill",Women,,,
1989,Ohio State,"Montrella, Bill",Women,,,
1989,UC San Diego,"Morgan, Bill",Men,,,
1989,Cleveland State,"Morton, Wally",Men,9,5,
1989,Bates,"Mulholland, Dana",Men,,,
1989,Bates,"Mulholland, Dana",Women,,,
1989,Texas A&M,"Nash, Mel",Men,7,7,
1989,Texas A&M,"Nash, Mel",Women,6,6,
1989,Massachusetts,"Newcomb, Bob",Women,8,4,0
1989,Carthage,No Team,Men,,,
1989,Carthage,No Team,Women,,,
1989,Virginia Tech,"Norris, Wayne",Men,2,0,
1989,Virginia Tech,"Norris, Wayne",Women,2,0,
1989,Centre,"Nutty, Sue",Men,,,
1989,Centre,"Nutty, Sue",Women,,,
1989,Grinnell,"Obermiller, Ray",Men,,,
1989,Grinnell,"Obermiller, Ray",Women,,,
1989,Eastern Michigan,"Olcase, Mary Ellen",Women,,,
1989,Princeton,"Orr, C. Rob",Men,8,1,
1989,Eastern Illinois,"Padovan, Ray",Men,,,
1989,Eastern Illinois,"Padovan, Ray",Women,,,
1989,Holy Cross,"Parenteau, Barry",Men,,,
1989,Holy Cross,"Parenteau, Barry",Women,,,
1989,Denison,"Parini, Gregg",Men,8,5,
1989,Denison,"Parini, Gregg",Women,9,3,
1989,Illinois State,"Paska, Steve",Women,,,
1989,Hope,"Patnott, John",Men,6,2,
1989,Hope,"Patnott, John",Women,9,0,
1989,Iowa,"Patton, Glenn",Men,6,3,
1989,Macalester,"Pearson, Robert",Men,,,
1989,Macalester,"Pearson, Robert",Women,,,
1989,Wabash,"Pebworth, Gail",Men,,,
1989,UW-LaCrosse,"Pein, Richard",Men,,,
1989,UW-LaCrosse,"Pein, Richard",Women,,,
1989,Wisconsin,"Pettinger, Jack",Men,10,3,
1989,Washington State,"Pipher, Debbie",Women,2,2,
1989,Louisiana-Monroe,"Pittington, John",Men,,,
1989,Louisiana-Monroe,"Pittington, John",Women,,,
1989,Western Kentucky,"Powell, Bill",Men,,,
1989,Western Kentucky,"Powell, Bill",Women,,,
1989,Brigham Young,"Powers, Tim",Men,,,
1989,UW-Eau Claire,"Prior, Tom",Men,,,
1989,UW-Eau Claire,"Prior, Tom",Women,,,
1989,Navy,"Purdy, Dick",Women,10,2,
1989,Stanford,"Quick, Richard",Women,6,0,
1989,Gettysburg,"Rawleigh, Mike",Men,7,6,0
1989,Gettysburg,"Rawleigh, MIke",Women,10,2,1
1989,Utah,"Reddish, Don",Men,12,2,
1989,Brown,"Reed, Edward",Men,,,
1989,Texas,"Reese, Eddie",Men,5,1,
1989,Florida,"Reese, Randy",Men,9,3,
1989,Florida,"Reese, Randy",Women,13,0,
1989,UNLV,"Reitz, Jim",Men,,,
1989,UNLV,"Reitz, Jim",Women,,,
1989,Washington & Lee,"Remilard, Page",Men,6,3,
1989,Washington & Lee,"Remilard, Page",Women,4,7,
1989,Drury,"Reynolds, Brian",Men,,,
1989,Drury,"Reynolds, Brian",Women,,,
1989,Minnesota-Mankato,"Rhoade, Phil",Men,,,
1989,Minnesota-Mankato,"Rhoade, Phil",Women,,,
1989,Dickinson,"Richards, Paul",Men,,,
1989,Dickinson,"Richards, Paul",Women,,,
1989,Michigan,"Richardson, Jim",Women,7,0,
1989,Bloomsburg,"Rider, Dave",Men,,,
1989,Bloomsburg,"Rider, Dave",Women,,,
1989,Tennessee,"Roach, Dave",Women,6,2,
1989,Pepperdine,"Rodionoff, Nick",Women,,,
1989,Northern Arizona,"Rogers, Pam",Women,4,4,
1989,Saint Johns (NY),"Rose, Dave",Men,1,8,
1989,Saint Johns (NY),"Rose, Dave",Women,3,6,
1989,Purdue,"Ross, Dan",Men,,,
1989,Hartwick,"Rothenberger, Dale",Men,,,
1989,Hartwick,"Rothenberger, Dale",Women,,,
1989,West Chester,"Rudisill, Jamie",Men,,,
1989,West Chester,"Rudisill, Jamie",Women,,,
1989,Bucknell,"Russell, Dick",Men,5,6,
1989,North Central,"Ryan, Dennis",Men,,,
1989,North Central,"Ryan, Dennis",Women,,,
1989,Wesleyan,"Ryan, John",Men,6,3,
1989,Wesleyan,"Ryan, John",Women,3,5,
1989,Illinois,"Sammons, Don",Men,,,
1989,Illinois,"Sammons, Don",Women,,,
1989,Williams,"Samuelson, Carl",Men,,,
1989,Williams,"Samuelson, Carl",Women,,,
1989,Alfred,"Schaeberle, Mike",Men,,,
1989,Alfred,"Schaeberle, Mike",Women,,,
1989,UC Irvine,"Schober, Charlie",Men,,,
1989,UC Irvine,"Schober, Charlie",Women,,,
1989,Texas,"Schubert, Mark",Women,,,
1989,Puget Sound,"Scott, Mark",Women,,,
1989,Ball State,"Seibold-Caudill, Laura",Women,,,
1989,Saint Bonaventure,"Skehan, John",Men,,,
1989,Ohio State,"Sloan, Richard",Men,2,5,
1989,Emory,"Smith, Peter",Men,11,7,
1989,Emory,"Smith, Peter",Women,11,8,
1989,New Mexico,"Spahn, Bill",Men,,,
1989,New Mexico,"Spahn, Bill",Women,,,
1989,Missouri State,"Steck, Jack",Men,10,6,
1989,Kenyon,"Steen, Jim",Men,8,5,0
1989,Kenyon,"Steen, Jim",Women,3,8,0
1989,SUNY New Paltz,"Stockin, Art",Men,,,
1989,SUNY New Paltz,"Stockin, Art",Women,,,
1989,New Hampshire,"Straker, Brenda",Men,,,
1989,New Hampshire,"Straker, Brenda",Women,,,
1989,North Dakota,"Stromberg, Mike",Men,,,
1989,North Dakota,"Stromberg, Mike",Women,,,
1989,Claremont-Mudd-Scripps,"Sutton, Mike",Men,,,
1989,Northeastern,"Swanson, Janet",Women,9,2,
1989,Maine,"Switzer, Alan",Men,8,3,
1989,Texas Christian,"Sybesma, Richard",Men,,,
1989,Texas Christian,"Sybesma, Richard",Women,,,
1989,Mount Union,"Taffe, John",Men,,,
1989,Mount Union,"Taffe, John",Women,,,
1989,Pacific,"Taketa, Jim",Women,,,
1989,Pacific,"Tanner, John",Men,,,
1989,Princeton,"Teeter, Susan",Women,6,3,
1989,Buffalo,"Termin, Budd",Men,,,
1989,Ball State,"Thomas, Bob",Men,,,
1989,Augustana (IL),"Thomas, Dave",Men,,,
1989,Augustana (IL),"Thomas, Dave",Women,,,
1989,Oberlin,"Thompson, Deb",Women,,,
1989,California,"Thornton, Nort",Men,11,1,
1989,Tennessee,"Trembley, John",Men,7,2,
1989,Franklin & Marshall,"Trites, John",Men,,,
1989,Franklin & Marshall,"Trites, John",Women,,,
1989,Pomona-Pitzer,"Troyer, Gary",Men,,,
1989,Michigan,"Urbanchek, Jon",Men,10,1,
1989,Iowa State,"Van Horn, Ramsey",Women,,,
1989,Marist,"VanWagner, Larry",Men,10,0,
1989,Marist,"VanWagner, Larry",Women,,,
1989,Coe,"Vokolek, Dennis",Men,,,
1989,Coe,"Vokolek, Dennis",Women,,,
1989,Michigan State,"Wadley, Bill",Men,,,
1989,Michigan State,"Wadley, Bill",Women,,,
1989,Cleveland State,"Wagner, Lorry",Women,8,5,
1989,Buffalo,"Ward, Emily",Women,8,2,
1989,South Carolina,"Weathers, Bailey",Women,,,
1989,Notre Dame,"Welsh, Tim",Men,7,4,
1989,Notre Dame,"Welsh, Tim",Women,6,6,
1989,Rhode Island,"Westkott, Mick",Men,,,
1989,Rhode Island,"Westkott, Mick",Women,5,6,
1989,Boston University,"Wetmore, Reagh",Men,,,
1989,Boston University,"Wetmore, Reagh",Women,,,
1989,Northwestern,"Wickstrand, Kathie",Women,,,
1989,UC Santa Barbara,"Wilson, Gregg",Men,,,
1989,UC Santa Barbara,"Wilson, Gregg",Women,,,
1989,Utah,"Wilson, Jim",Women,5,5,
1989,Oregon State,"Worden, Laura",Women,4,3,
1989,Maine,"Wren, Jeff",Women,6,2,
1989,Purdue,"Wright-Eger, Cathy",Women,,,
1989,Massachusetts,"Yarworth, Russ",Men,10,2,0
1989,Cal State Chico,"Yeager, Clark",Men,6,1,
1989,Millikin,"Young, Tony",Men,,,
1989,Millikin,"Young, Tony",Women,,,
1989,Brandeis,"Zotz, Jim",Men,,,
1989,Brandeis,"Zotz, Jim",Women,,,
1989,Baldwin-Wallace,,Men,,,
1989,Baldwin-Wallace,,Women,,,
1989,Redlands,,Men,,,
1989,Redlands,,Women,,,
1989,Rochester,,Women,,,
1989,Smith,,Men,,,
1989,Smith,,Women,,,
1989,William Smith,,Women,,,
1989,Wittenberg,,Men,,,
1989,Wittenberg,,Women,,,
1989,Juniata,,Men,,,
1989,Juniata,,Women,,,
1989,Colorado College,,Men,,,
1989,Colorado College,,Women,,,
1989,SUNY Oswego,,Men,,,
1989,SUNY Oswego,,Women,,,
1989,Brown,,Women,,,
1989,Northeastern,,Men,,,
1989,Springfield,,Men,,,
1989,Springfield,,Women,,,
1989,Illinois Wesleyan,,Men,,,
1989,Illinois Wesleyan,,Women,,,
1989,Randolph-Macon,,Men,,,
1989,Randolph-Macon,,Women,,,
1989,RIT,,Men,,,
1989,RIT,,Women,,,
1989,Villanova,,Men,,,
1989,Villanova,,Women,,,
1989,Carnegie Mellon,,Men,,,
1989,Carnegie Mellon,,Women,,,
1989,Richmond,,Men,,,
1989,Richmond,,Women,,,
1989,Washington College (MD),,Men,,,
1989,Washington College (MD),,Women,,,
1989,Maryland,,Men,,,
1989,Maryland,,Women,,,
1989,RPI,,Men,,,
1989,RPI,,Women,,,
1989,Arkansas,,Men,,,
1989,Arkansas,,Women,,,
1989,Delta State,,Men,,,
1989,Delta State,,Women,,,
1989,Colorado School of Mines,,Men,,,
1989,Colorado School of Mines,,Women,,,
1989,Hawaii,,Men,,,
1989,Hawaii,,Women,,,
1989,TCNJ,,Women,,,
1989,UW-Oshkosh,,Men,,,
1989,UW-Oshkosh,,Women,,,
1989,Calvin,,Men,,,
1989,Calvin,,Women,,,
1989,Lewis,,Men,,,
1989,Lewis,,Women,,,
1989,New York University,,Men,,,
1989,New York University,,Women,,,
1989,Salem,,Women,,,
1989,Slippery Rock,,Men,,,
1989,Slippery Rock,,Women,,,
1989,Houston,,Men,,,
1989,Houston,,Women,,,
1989,California (PA),,Men,,,
1989,California (PA),,Women,,,
1989,Northern Michigan,,Men,,,
1989,Conn College,,Men,,,
1989,Conn College,,Women,,,
1989,Southern Methodist,,Men,,,
1989,Southern Methodist,,Women,,,
1989,Florida State,,Men,,,
1989,Florida State,,Women,,,
1989,Indiana (PA),,Men,,,
1989,Indiana (PA),,Women,,,
1989,South Dakota,,Men,,,
1989,South Dakota,,Women,,,
1989,Hamilton,,Men,,,
1989,Hamilton,,Women,,,
1989,Chapman,,Men,,,
1989,Chapman,,Women,,,
1989,Grand Valley,,Men,,,
1989,Grand Valley,,Women,,,
1989,Gustavus Adolphus,,Men,,,
1989,Gustavus Adolphus,,Women,,,
1989,WashU,,Men,,,
1989,WashU,,Women,,,
1989,Saint Cloud State,,Men,,,
1989,Saint Cloud State,,Women,,,
1989,Indianapolis,,Men,,,
1989,Indianapolis,,Women,,,
1989,Transylvania,,Men,,,
1989,Transylvania,,Women,,,
1989,Truman State,,Men,1,7,
1989,Truman State,,Women,5,2,
1989,Manhattan,,Men,,,
1989,Manhattan,,Women,,,
1989,Hillsdale,,Women,,,
1989,Lafayette,,Men,,,
1989,Lafayette,,Women,,,
1989,La Verne,,Men,,,
1989,La Verne,,Women,,,
1989,Loras,,Men,,,
1989,Loras,,Women,,,
1989,Lewis & Clark,,Men,,,
1989,Lewis & Clark,,Women,,,
1989,Hamline,,Men,,,
1989,Hamline,,Women,,,
1989,Lawrence,,Men,,,
1989,Lawrence,,Women,,,
1989,Lehigh,,Men,,,
1989,Lehigh,,Women,,,
1989,Hendrix,,Men,,,
1989,Hendrix,,Women,,,
1989,Mary Washington,,Men,,,
1989,Mary Washington,,Women,,,
1989,Le Moyne,,Men,,,
1989,Le Moyne,,Women,,,
1989,La Salle,,Men,,,
1989,La Salle,,Women,,,
1989,Lehman,,Men,,,
1989,Lehman,,Women,,,
1989,John Carroll,,Men,,,
1989,John Carroll,,Women,,,
1989,Loyola Marymount,,Women,,,
1989,Loyola (MD),,Men,,,
1989,Loyola (MD),,Women,,,
1989,James Madison,,Women,,,
1989,Lock Haven,,Men,,,
1989,Lock Haven,,Women,,,
1989,Lycoming,,Men,,,
1989,Lycoming,,Women,,,
1989,Fairfield,,Men,,,
1989,Fairfield,,Women,,,
1989,Hollins,,Men,,,
1989,Hollins,,Women,,,
1989,Hood,,Men,,,
1989,Hood,,Women,,,
1989,Knox,,Men,,,
1989,Knox,,Women,,,
1989,Louisville,,Men,,,
1989,Louisville,,Women,,,
1989,Kings (PA),,Men,,,
1989,Kentucky,,Men,,,
1989,Kentucky,,Women,,,
1989,Keene State,,Men,,,
1989,Keene State,,Women,,,
1989,Kean,,Men,,,
1989,Kean,,Women,,,
1989,Howard,,Men,,,
1989,Howard,,Women,,,
1989,Hunter,,Men,,,
1989,Hunter,,Women,,,
